review,label
"This movie for what it is, may be one of the most amazing indie films of recent day. Made on a super small budget, the film has special effects that blow away alot of the current films! IF you have a chance watch it!",1
"Since I watched it for the first time, ""Piedras"" is a personal favorite and one of the few pictures I actually could watch over and over again. The great screenplay depicts the lives of a bunch of women (all of them somehow interconnected) with deep understanding and sensibility. Ramon Salazar achieved a compelling film in his directorial debut, and proves himself as an efficient actors' director. <br /><br />Not that all performances are excellent, though. Of all leading ladies, they range from average (Najwa Nimri) to very good (Vicky Pena), but the standing ovation should be directed to newcomer Monica Cervera, who convincingly plays Antonia San Juan's retarded daughter. Enrique Alcides is irresistibly charming as the girl's male nurse, and there are nice small turns from Andres Gertrudix, Geli Albaladejo and the director himself, Ramon Salazar.<br /><br />""Piedras"" is beautifully written and filmed, when I watched it I got so moved that I couldn't stop thinking of it for days. I highly recommend it.",1
"I haven't watched the movie yet, but can't wait to see it! It seems very interesting and inspirational. It was one of the most interesting trailers I've ever seen: the questions it posed really stopped me and made me think, the unique approach to the sport of boxing as a metaphor for the ""battle within""... thank god somebody is hitting another angle with the boxing thing. This film looks so fresh and smart. And the actor is really hot. I especially enjoyed the short clip with the actor from the Rocky movies, really clever. I thought that the topic selected-overcoming adversities and childhood traumas-is timeless, and god knows a lot of people need it. Bring it on.",1
"The dudes at MST3K should see this dog of a film. It's basically about a dopey hack actor in Hollywood who can't land any acting gigs. And he has this strange obsession with the movie Taxi Driver. So what does this dumb actor do? He dyes his hair blonde and starts acting like a L.A. surfer dude in the naive hope this will get him acting roles. You'll laugh yer head off at so many of this movie's inadvertently funny scenes. Like when the actor dude's girlfriend is heart broken and sobbing and saying lines like, ""How could you do this to me?"" And why is she crying? Cos he dyed his hair blonde and became a surfer dude to get acting gigs. This movie makes no sense at ALL! The actor who played the governor on Benson is in this too and he plays a stereotypical right wing politician with lotsa dumb funny dialog. This movie will crack you up, trust me. You talking' to me?!",0
"> What a dud. It began with some promise, then became unfocused and > wandered. John Cusack's Cajun accent was laughable, Bridget Fonda's role > existed only to get a skirt into the film, and Pacino did Pacino. His entire > generation of actors -- Nicholson, Hackman, Caine, Hoffman -- have developed > a standard performance that each can deliver effortlessly (or, less > charitably, ""mail in"") in their paycheck films. This was > one. >",0
"The Running Man is one of those films that if overwatched, would become boring and depressing even.<br /><br />My advice is to watch it maybe once or twice a year with a couple of mates and a few drinks.<br /><br />In todays climate of TV Media domination and the capitalist mode in society it really does work as a revisionist social commentary, post 1980s-boom. Forget that though! There are other brilliant and better reasons to watch this film.<br /><br />Schwarzenegger is on top form as Ben ""The Butcher of Bakersfield"" Richards, and the inclusion of Bond-belting one liners was completely inspired-thety are truly leg-end-dary (with his rant to Killian over a camera the main highlight).<br /><br />The design of the stalkers is authentically American, and mirrors the characterizations seen in the PC 'Gladiators' TV show, and the WWE as well. Buzz-saw's grisly end will chill any viewer to the core (as a foot note, why does his death stand out as particularly disturbing in what is ostensibly an upbeat actioner with a bitter sense of humour?)<br /><br />Jesse Venturer and Sven Ole Thorssen are great as backing muscle (and are Arnies buds in real life), and its even got Mick Fleetwood in it too! What more could you ask for?<br /><br />I highly recommend the Running Man if you're looking for a great piece of entertaining action, with a glossty finish and some great characters. Just don't expect an education from it (at least on surface value).<br /><br />Quality, I bloody love it actually. You will too unless you're a thesp. 7/10",1
"This really was the worst movie I have ever seen. Michael Vartan is hot, but who is this woman? And she looks absolutely awful through the whole movie, the hair is so bad! They talk in like monotone voices and there is nooo chemistry. The cover of the DVD does not even remotely come close to what the movie actually is. Really, really boring. I had to fast forward through some of it because it was so painful to watch. I really want to know how i on earth anyone could think this is good? hhaha they literally just like talk and say ""yeah"" and there is no passion whatsoever. I could not tell at all that they were in love. I'm sorry but this was the saddest excuse for a movie I think I have ever seen.",0
"This is a collection of documentaries that last 11 minutes 9 seconds and 1 frame from artists all over the world. The documentaries are varied and deal with all sorts of concepts, the only thing being shared is 9/11 as a theme (very minor in some cases). Some of the segements are weak while others are very strong; some are political, some are not; some are solely about 9/11, some simply use 9/11 as a theme to touch on human feelings, emotions and tragedies that are universal; some are mainstream while others are abstract and artistic). This film has not been censored in any fashion by anyone so the thoughts that you see are very raw and powerful.<br /><br />This is a very controversial film, especially for conservative Americans. I think two segments might really tick off the right wingers (one from Egypt where a dead American soldier and a dead Palestinian bomber come back as spirits; another from UK which recounts the US-backed overthrow of Chile on Sept 11, 1973, which resulted in 50,000 deaths and horrible atrocities). The segment from Mexico was the most powerful, recounting the fall of the towers and the resulting death in vivid fashion (you have to see it to believe it).<br /><br />Even though the final product is uneven, with some segments being almost ""pointless"", I still recommend this. It's very difficult to rank this film because the segments vary all over the place (some weak, some very powerful; ). I'm giving this a rating of 9 out of 10 simply because some segments were excellent and covered issues that usually get censored (Mexico segment, UK segment, Japan segment, Egypt segment).",1
"Clark Gable plays a con man who busts into the life of hard-boiled dame Jean Harlow. He tries to sucker her while she brushes him off with her tough-gal attitude. Despite their cynicism and cons they fall in love. When Gable accidentally kills a man during a sting he runs out leaving loyal Harlow to women's prison where she discovers she's pregnant. Anita Loos' and Howard Emmett Rogers' writing is excellent throughout with many well-drawn and surprising characters (including a Jewish socialist woman inmate and a black woman inmate and her preacher father played with hardly a trace of stereotype). Gable and Harlow show their mettle as actors adding telling nuances and quirks to their characters that send them beyond the typical Gable and Harlow roles. And the direction is much better than you'd expect from Sam Wood. One beautiful shot has Harlow being inducted into the prison, then led out into a surprisingly snowy courtyard as the camera tracks after her. This is one of the best of both the ""criminals in love"" and ""women's prison"" genres and has some of the best hard-boiled dialogue ever written.",1
"After hearing the word of mouth of just how bad this film is I took the plunge and bought the DVD. That said everything previously mentioned about this film is true. For a film that claimed to have a budget in the millions it just does not show on the screen at all. The list of problems with the film could drag on forever. Chief amongst them is the film is simply too long. It dragged on for a few minutes short of 3 hours. Nearly an hour probably could have been cut off the run time had the editor simply removed the overabundance of scenes dealing with nothing more then the main character wandering around aimlessly. <br /><br />Secondly, as many had pointed out from the ""trailers"", the special effects are anything but special. The tripods looked OK in a few shots here and there but beyond that everything was grade-Z 1970's or 1980's quality. Probably the worst effects of all were the horses, which stiffly tottered back and forth as they moved. The heat ray effects were laughable, as people were reduced to bones that somehow were still able to flail about without any muscles. Also pitiful was the Thunderchild sequence, in which the Thunderchild, described in the book as an ironclad ram, looked nothing of the sort. Instead it resembled a World War 1 era destroyer, complete with deck guns (which fired but had no visible crew), and torpedo tubes. <br /><br />The colors and backgrounds were just as bad as the effects. Most laughable of all was a scene early on in which the main character and his wife go for a nighttime stroll and he points out Mars to her in the sky. Well, the sky is black, but the views of the characters and the landscape around them is broad daylight. There is also a very sharp demarcation between the real landscape, bathed in full sunlight, and the fake black night sky with overly large fuzzy stars. To detract even further, the color of the scenes made no sense. In some they are bathed in orange light. In others green light. In still others it's blue light. In some instances the outsides are orange lit but the interiors of houses are green or blue. The frame-rate and camera is very shaky, giving everything a stuttering look.<br /><br />Finally, the acting is overall sub-par. One man portrays two characters who's sole difference was one lacked a mustache. This led to some confusion at times as to who was who and where they all were. The English accents, even to American ears, are outrageous. <br /><br />In summary, this movie could very well make a claim to being the worst film released in recent times. I have not seen Gigli or some of the other recent flops but this one, because of it's poor quality in every respect, must easily be worse then anything that mainstream Hollywood has put out. I would not be surprised if the movie makes it to the bottom 10 or 20 in the IMDb rankings. It's a pity that Mystery Science Theater is not still around.",0
"I took my 10-year-old daughter to see Nancy Drew over the weekend and found myself thoroughly entertained. First off, it was clean, and I mean by my standards. The majority of kids' movies today are full of crude toilet humor and gross-out jokes to elicit cheap laughter from the pre-teen crowd. Nancy Drew is smarter than that, however, and the humor is subtle and clever.<br /><br />The title role is played with a refreshing vivaciousness by Emma Roberts, who is perky and polite without ever becoming annoying. Unlike The Brady Bunch Movie, where the anachronistic characters are jeered and ridiculed, Nancy's style is treated with respect and dignity. It's a great moment when the LA ""style-conscious"" girls with their Paris Hilton streetwalker attire are dismissed by the boutique owner, while Nancy, in her penny loafers and homemade Butterick pattern dress, is embraced. This movie shuns the we-need-to-enlighten-this-wholesome-girl tack so many Hollywood movies take. Nancy remains true to herself and her values throughout.<br /><br />The mystery is just tense enough at times to be engaging. There were several suspenseful moments where my daughter nervously grabbed my arm, but there were no gratuitous shock scenes. It's all based on tension and mood and is a lot of fun. The supporting cast is good, particularly Marshall Bell as the creepy caretaker. There are some great cameos by Eddie Jemison, Chris Kattan and Bruce Willis and many moments that will make adults smile.<br /><br />This film deserves better ratings than some have given it. Not only was I glad not to be dragged to yet another computer animated film where talking animals burp and pass gas all over the place, but I was also very entertained. Had I been there without a child, I still would've enjoyed the movie. This is one DVD that will have my daughter's name on it under the Christmas tree.",1
"I, myself am a kid at heart, meaning I love watching cartoons, still do! I remember watching Bugs Bunny when I was a kid, he was my favourite still is. I thought man, this was a great ""new"" show on TV, and than my dad said, ""Bugs Bunny, I remember watching him when I was younger"" and I'm like, ""Dad, Bugs didn't exist when you were younger"". So I guess he's definitely pleased more than one generation, possibly 3. I love the show it's great for kids and adults, OK, everybody. It's very funny, me and my husband, both in our 20s, love watching the shows, and we don't mind the re-runs either. This show brings back a lot of memories, happy ones. I love the Christmas special too with Tweety as Tiny Tim, it's cute. I can't pick my favourite Looney Toons character, because they've changed over the years. When I was little it was Bugs of course, and Porky Pig. Pepe is cool, I always loved him. Actually, I have to say there all my favourite. I'm giving this show a 10 out of 10, because it's a great show for all ages, very funny, voice acting is incredible, the only flaw is that unfortunately it came to an end, 2 decades ago, but the re-runs are great!",1
"This is such a great movie ""Call Me Anna"" because it shows how a person has suffered for so long without knowing what was wrong with her. For Patty Duke to come out in the publics eye and tell her story is an inspiration to those who suffer from this disease. I have a lot of respect for her as a person. The only thing I don't like is I can't get it on tape, I've tried looking for it but with no success. Any one know how to get it?",1
"This is a great adaptation and a great miniseries in its own right. The plot cutdowns might disappoint the fans of the book (but really how many modern readers have read Bleak House without seeing a film version first? I know of only a few). <br /><br />I think it is quite appalling to see reviews critical of the series which have clearly been written by people who haven't a clue about the story - did you actually SEE the series or did you just bag a BBC production because Gillian Anderson was in the newer version?<br /><br />The series captures the mood, pace, characters and plot-drivers (cutting out the Dickensian flourishes which aren't needed and detract from a film treatment like the Turveydrop story, the Smallweed family dynamic and the extra lawyers - Tangle, Vholes etc are very truncated). The only omission that I wish had been kept was the Jellyby incident but as the first episode is already a trifle slow (after the first episode the pace is perfect) I can see it had to go. <br /><br />The only other criticism I have is that Jo's death could have been more faithfully done. I can see that would have practically canonized Woodcourt and he's kept a little more human for not having that scene but really I think Jo's death is one of the most poignant points of the book and I missed it even though it always makes me cry.<br /><br />Has theowinthrop actually seen the series? HOW did he think that Esther was raised by her aunt and UNCLE?? Who is this uncle? I suppose someone who could mistake the name of DENHOLM Eliott for Desmond isn't really an appreciator of English art (film or literature).<br /><br />I also think he mistakes the treatment of the law. YES the law is drawn VERY badly in Bleak House. It fails the descendants of Jarndyce whose valuable inheritance is eaten up by the costs of litigation, it fails the deceased Tom Jarndyce and Rick Carstone and all who have faith in the suit. It fails Miss Flyte. In some sense it also fails Captain Hawdon who is driven to his death by the monotony of law copyist work. Yes it feeds the scavengers of Vholes and Tangle. But it also makes men like Guppy and Kenge able to move beyond their station in life. Though not kind to social status-climbers Dickens clearly would have preferred that they weren't bound to being stuck in the station to which they were born (contrast Jo and the brickmakers' families to the climbing out of poverty by Charley Neckett). <br /><br />Also, the law, while misused by Tulkinghorn and the Chancery vultures, is actually the source of security for the wards of the Court Ada and Richard, and for Esther who is simply Jarndyce's ward. Their security was ensured by the law which delivers them to Jarndyce.<br /><br />I can't see how anyone could have trouble following the story - remember you aren't supposed to realize Esther is Lady Dedlock's daughter right at the beginning. Neither are you supposed to ""get"" all the connections immediately. Instant gratification just doesn't happen in Dickens.<br /><br />As for ""seeing clearly"" through the fog - gosh the Gillian Anderson had such scatty editing that I found IT impossible to follow and I knew the plot already!<br /><br />I found Diana Rigg absolutely brilliant (overacting and drama don't make a good Lady Dedlock but if you think they do try the Gillian Anderson version).<br /><br />It's ADA and Rick not ""Kate""! and you get all you need of the Rouncewell subplot.",1
"had to see this cos it looked like a great scary premise- prisoners finding magic book,oo err! claustrophobic terror ensues, etc. <br /><br />but there didn't seem to be a story to go along with the great idea. rather than chilling/physcological horror, it relied on effects out in the open- fire and OTT body horror- , which didn't scare at all if your over 12. <br /><br />The logic at the end is ridiculous, with characters being killed off for nothing other than bodycount. waste of good characters- which were the best thing about this film.<br /><br />obviously low budget, which doesn't spoil it, the film really goes nowhere, and- icant believe im going to say this- it needs a Hollywood remake. you simply loose interest in this version. definitely not in the same league as other french films coming out in the last few years like crimson rivers which were at least watchable/entertaining, malefique isn't watchable to the end to be honest. and i bet you can guess the ending before you have watched the film. really really disappointing- impossible to recommend.",0
"Even with a cast that boasts such generally reliable names as Val Kilmer and Lisa Kudrow, Wonderland fails to yield any sense of depth to this film. It barely brushes the surface of the incidents that happened on that July night in 1981. Kilmer just goes through the motions as John Holmes and Kudrow and Kate Bosworth are both hopefully miscast in the other two lead roles; as Holmes's wife and underage girlfriend, respectively. The rest of the cast has such small roles that it's impossible to get any dimensions from them. The film also stars Carrie Fisher, Ted Levine, Franky G, MC Gainey, Dylan McDermott and a cameo from Paris Hilton.",0
"I have bought the DVD of this version to compare against the current BBC 2005 version (which is brilliant). The 1985 was adapted by Arthur Hopcraft, who adapted Tinker Tailor Soldier Spy for TV and who died this year (2005). I remember great acting, especially from Rigg and Elliott, and moving music. (Music in the 2005 version is far more understated, but very telling.) Just to pick up other commentators on a couple of points: Richard Carstone is Ada Claire's boyfriend, not Esther's. Esther had no uncle. Charlie Drake never played Krook in either version, nor did he play Toby Esterhase in TTSS! Krook is played by comedian Johnny Vegas in the 2005 version. Toby was played by Bernard Hepton.<br /><br />Both versions are honourable and admirable adaptations of Dickens' great novel. Now read the book! It's not perfect, and the sentimentality may make you wince at times, but I defy you not to cry - and laugh!",1
"Looking through the other comments, I'm amazed that there aren't any warnings to potential viewers of what they have to look forward to when renting this garbage. First off, I rented this thing with the understanding that it was a competently rendered Indiana Jones knock-off. What I got was one of the most offensive movies I can remember trying to sit through, made all the more shocking by the movie's comparatively high production values.<br /><br />I don't think this is a spoiler, but if it is, be warned...<br /><br />If your idea of entertainment is watching Bimbo getting raped from behind by Fearsome Tribal Chief, while she is staring into the dead eyes of her significant other's severed head, by all means, rent this flick. If not, I'd advise you to look elsewhere for entertainment.<br /><br />Come to think of it, that scene so succinctly sums up the movie that there's nothing else I really need to say about it.",0
"Wow. I read about this movie and it sounded so awful that I had to see it, and my gosh, I can smell it in St Louis. Where do I start? National Lampoons was trying to follow up 5 years later on the success of Animal House, but they completely missed the mark. I'll go chronologically with these short flicks.<br /><br />Short Film #1 <br /><br />Poor Peter Riegert (Boon from Animal House). Apparently, he wasn't working back then, so the boys at National Lampoons probably called and said ""hey, we're making a c**ppy movie, wanna be in it?"" Peter was like ""well, I'm not doing much these days, why not?"" He was a great side character in Animal House, but he couldn't carry this sorry short flop for 5 minutes.<br /><br />POSSIBLE SPOILER The premise is funny enough, with Jason Cooper (Riegert) telling his wife to leave him, she needs to find herself. It's too weird that they're actually in a happy marriage. So he chases her off, there she goes, and Cooper is in charge of the kids. This, off course, leads to him burning the house down, losing several of the kids, and sleeping with an assortment of New York bimbos (including an ever so young Diane Lane). Then the wife comes back, wants the kids, and the film ends with a coin flip that'll decide the fate of the children. The idea was actually somewhat clever, but the director stunk. The characters all seem like they're falling asleep, they HAD to be doped up. Sorry Boon, your legacy was tarnished with this flop.<br /><br />Short Film #2 <br /><br />MORE SPOILERS <br /><br />Enter Dominique Corsaire. Pretty girl, recently finished college, not sure what to do with her life. So she becomes a slut, starts sleeping around with some mega rich guys, takes their money when they die, and she doesn't stop until she beds the most powerful man in the world, Fred Willard (Ooops, I mean the president of the United States). Once again, it could have been funny, and though I was happy that Corsaire (Ann Dusenberry in real life) wasn't afraid to bare all, her acting was horrible. What a waste of time.<br /><br />Short Film #3 <br /><br />I can't believe I made it this far. Here's the rookie cop Brent Falcone (Robby Benson) with veteran Stan Nagurski (Richard Widmark). Falcone is young, naive, thinks he can really help people, though he becomes cynical after being shot several thousand times. Nagurski, really, has just given up caring. He watches muggings, assaults, you name it, and never intervenes. He figures the world is lawless and he'll probably get sued if he does anything. Even Christopher Lloyd (at the end of Taxi's run) gets in on the action, getting the police called on him, committing a crime, but having his lawyer there to protect him. God bless America!!<br /><br />Once again, could have been funny, the performances were intentionally campy, but goodness, no energy whatsoever. Henry Jaglom and Bob Giraldi should be ashamed of having their names on this schlock. I think the writing wasn't bad, the ideas were there, but the execution was pulled off as well as the rescue attempt in the Iranian hostage crisis. If I had been a part of this film, I would want my name removed, it's horrible. Then again, that's why I watched it.<br /><br />The only good thing about this garbage is that Dr John did the film score (repeating ""Going to the Movies"" over and over again) and the film isn't much longer than an hour and a half. Show this one in film classes with the heading ""what you should NEVER do in film-making."" This script should have been left on the shelf because yep, it's that bad.",0
"I remember watching this film in the eighties as a teenager. But i wanted to see it again, because Traci Lords is now earning a living as a ""serious actor"". What the hell was going on in the eighties? This is a really bad film with bad taste and bad actors. Definitely a waste of money.",0
"being a NI supporter, it's hard to objectively review a movie glorifying ulster nationalists. characters who are hard to root for, typical heavy-handed anti-violence messages, and a predictable 'poetic justice' ending makes this an awkward watch...",0
"Paul Lukas played a Russian intellectual making his living as a waiter in<br /><br />""Grand Slam,"" directed by William Dieterle (1933). It is a surprisingly funny satire of the building up of celebrity. The waiter and the Russian restaurant's hat-check girl played by Loretta Young become America's sweethearts as bridge partners who do no squabble. With the aid of publicist and ghost-writer 'Speed' McCann (the wonderfully deadpan Frank McHugh) they become walking advertisements<br /><br />for the ""Stanislavsky system,"" a ""system"" of bidding whatever one feels like<br /><br />(since bids are not rational, there is no basis for recriminations about their stupidity).<br /><br />A duel with displaced bridge guru Cedric Van Dorn (sounds close to Goren, no? and I suspect the choice of the character's name ""Stanislavsky"" was also a slam at another kind of system), a puffed-up charlatan played very well by Ferdinand Gottschalk, is broadcast on radio stations across America like a prize-fight by Roscoe Karns (another great fast-talking deadpan comic actor of the 1930s).<br /><br />The bridge players are even in a roped-off square, though the audience is<br /><br />above them, unlike in boxing ""rings.""<br /><br />The wide variety of American types prefigures the comedies of Preston Sturges, though for manufacturing celebrity, ""Grand Slam"" most calls to mind two better movies from the same (pre-Code) era with Lee Tracy playing fast-talking<br /><br />publicists: ""The Half-Naked Truth"" and ""Bombshell,"" but ""Grand Slam"" has its<br /><br />moments, especially for anyone who has played bridge with serious point<br /><br />counters.<br /><br />Loretta Young was already a clothes horse. (To me, her face seems a bit long<br /><br />and horsey, too. Another era's notion of beauty, I guess...) The movie<br /><br />unfortunately all but drops Glenda Farrell, who plays McHugh's forgetful<br /><br />girlfriend.",1
"I think I agree that a lot of the comments here must be fake. Even if the movie is not necessarily bad its definitely below average. ""Dark Remains"" is basically a Ghost Movie with a premise of your own ghosts and bad emotions haunting you. The movie starts off already with 2 stories loosely inter-webbed which even later are not tied together. A couple loses its child which is found slashed in its bed. They move to a country house to flee their past and guess what... the house is haunted, kind of. From here on Dark Remains starts off very slow with some scary moments indeed (The first ghost appearances are nice and the flashlight sequence also worked very good). OK, then... Woman sees ghost of daughter, other ghosts of people died in accidents or suicides appear, man tries to solve secret of houses past, woman gets depressed, strange neighbors appear. Its pretty much all been there, but the premise of it being their own emotions is nice, so you wait for the twist. There is no twist, you are just confused by a haunted house history story, the strange neighbor, a totally pointless creepy prison and the dead daughter thrown together with a photo-idea reminding me a lot of ""The shutter"". The end is ridiculous because when you start and end a movie this slow and with piano music its pretty lame to include some hoards of ghosts at once which look like a zombie flick, of course just to return to slow pacing and piano music. <br /><br />To make it short... Dark Remains could have been a nice scary ghost story if the script was not trying to go everywhere and arriving nowhere.Too many stories mushed together which just don't make any sense and contradict in the basic atmosphere of the movie. And beside... please never use abandoned prisons again. Its so worn off and in this case it even makes no sense at all. ""Hey, there is this creepy prison uphill, lets shoot there"". I guess a lot of ingredients in Dark Remains were thrown in the mix like this.",0
"This movie deals with one of the most feared geriatric diseases among the aging today. As one who has encountered a number of families who are facing the potential of Alzheimer's or who are in the formative stages, I would suggest that every health care giver recommend this movie to any family facing the trauma of this disease. The movie is designed primarily to speak to the family of the patient and reaches into the very heart of the struggle. Casting is excellent and the dramatic portrayal is outstanding with a very commanding plot line.",1
"It's very sad that Lucian Pintilie does not stop making movies. They get worse every time. Niki and Flo (2003) is a depressing stab at the camera. It's unfortunate that from the many movies that are made yearly in Romania , the worst of them get to be sent abroad ( e.g. Chicago International Film Festival). This movie without a plot , acting or script is a waste of time and money. Score: 0.02 out of 10.",0
"The only show I have watched since 90210! Why did they discontinue it? It was the only show that captured the essence of Hawaii and made you feel like you are a part of it all! The least they should do is release it on DVD! <br /><br />I checked out similar shows, but nothing has come close. The cast had incredible chemistry and I looked forward to each episode with much anticipation. <br /><br />They made a big mistake by pulling that show. If anyone has any info regarding where I can obtain a DVD of North Shore please post a few lines here. Thanks! Aloha!",1
"I just watched this movie and I've gotta say that with such a great premise and great talent this turkey just lays there!!! A friend lent me this movie and I watched with an open mind mainly because he had such high praise for the story. <br /><br />Well, the movie started off with Kevin Costner as a fighter pilot retiring... why? Why did they make him a fighter pilot? He was supposedly going to be hired by Anthony Quinn's character to be his new pilot... well, we never see Costner go near a plane for the rest of the movie! <br /><br />Costner runs into a Texan (James Gammon) selling a horse to a big Mexican businessman and Costner tags along for a ride. Without knowing what happened, Gammon is beat to near death and Costner drives him to the meeting, which happens to be with an associate of Quinn! But, nothing comes of it... nada, zilcho! Why did they have Gammon's character? Why did they have the horse sale with the Quinn associate if nothing was to come of it? <br /><br />Also, after they leave Costner for dead, they make Madeline Stowe's character become a whore, then she attacks one of Quinn's men that was paying for a turn... she stabs him with his own knife, and the next thing she's been moved to a convent! No explanation as to why she was moved, or when it was done!<br /><br />Too much talent wasted on such a weak script and poor editing!! I only watched this because a friend owned it and let me watch it... I'm going to throw it at him for the 2 hours I wasted of my life watching the blasted thing!",0
"I see a lot of people liked this movie. To me this was a movie made right of writing 101 and the person failed the class. From the time Lindsey Price the videographer shows up until the end the movie was very predictable. I kept on watching to see if it was going anywhere.<br /><br />First we have the widowed young father. Cliche #1 movies/TV always kill off the the mother parent if the child is a girl, or a brood of boys so the single father can get swoon over his dead wife and seem completely out of his element taking care of the children. Starting from from My 3 Sons to 2 1/2 Dads. These movies are usually dramas and comedies are TV shows.<br /><br />Cliche # 2 When a pushy woman has a video camera in her hand she will play a big part in the movie. And will always have solutions or even if that person is a airhead <br /><br />Cliche #3 If the person in peril is a foreigner they have to be of Latino origin. And they must be illegal. Apparently there are no legal Latino's and illegal Europeans, unless if there is a IRA element involved.<br /><br />Cliche #4 The said Latino must be highly educated in his native country. In this case he was a Profesor who made 200 per month. And the said highly educated Latino must now act like he hasn't brain in his head now and lets the air head side kick take over.<br /><br />Cliche #5 The crime the person committed really wasn't a crime but a accident. But because in this case he has lost all of the sense he had when he crossed the boarder he now acts like a blithering idiot and now has put his own daughter in peril by taking her along on a fruitless quest to the border with the idiot side kick.<br /><br />Cliche #6 One never runs over a hoodlum running from a crime , but some poor little cute kid. This is because the parents of the child have to play a big part of the movie, and because the the person who accidentally killed the child can have ridiculous interaction with the parents.<br /><br />Cliche #7 Name me one movie in which one cop is not the angry vet and they get paired up with a rookie. Even if they are homicide detectives who have to be the most experienced cops on a police Force. Sev7n and Copy cat and Law and Order come to mind right away. And the vet even though gruff on the outside has a heart of gold.<br /><br />Cliche #8 Let's go and round up some unemployed Soap Stars. Now I like Lindsey Price. But Susan Haskell IMO can not act her way out of a paper bag and when she use to be on One Life To Live as Marty he swayed from right to left every time she opened her mouth. It use to get me sea sick. She might be anchored on land better now, but she still cannot act.<br /><br />The movie might have been more insightful if it wasn't filled with cliches. I don't think a movie has to be expensive or cerebral to be good. But this was just bad.<br /><br />***SPOILER**** Now I am not going to spoil the ending. Oh heck I will because I feel it will be a disservice to humanity to let a person waste time they will never get back looking at this movie. It involves Cliche #6 and #7. Unless a person has never seen a movie before you had to see what was coming. The father makes even a dumber mistake runs from the cops at the end and gets shot by the angry veteran, who all of a sudden is very upset. You would think she thought the poor guy was innocent all through the movie and she shot him by mistake. When she didn't. Now for the little girl who the dad brought along with him. Guess what happen to her? Times up, she ends up living with the family whose child was killed by her father!! Come on! You all knew that was going to happen, because she is a replacement child!! That is why she did not go and live with the Lindey Price character. <br /><br />This movie was a insult as far as I was concerned. Because there were so many avenues this movie could of explored and went down but it chose to take the cliche ridden one. The 2 stars are for 2 of the stars, the little girl, who I thought was very good and Lindsey Price who character was annoying but she did what she could with it. My advice is take a vice and squeeze your head with it instead of looking at this dreck",0
"London Dreams, directed by Vipul Shah, is a frustratingly foolish film about foolish people. It's the kind of film whose central conflict could be instantly resolved if the characters concerned simply sat down and had a chat. Ajay Devgan plays Arjun, an aspiring pop-artiste obsessed with performing before a cheering crowd at London's Wembley Stadium. He becomes jealous of his devoted best friend and band-mate Manu, played by Salman Khan, who is evidently more talented than him, but nowhere near as focused or ambitious. Arjun decides to sabotage Manu when the latter's popularity threatens to outshine his own. Now here's where a heart-to-heart might have helped. Had Arjun explained what this Wembley fixation meant to him, Manu would have graciously backed off and let Arjun fulfill his childhood dream, and we'd have been spared the agony of watching the rest of this uninspiring drivel. But director Vipul Shah and his writers are in no mood to do us any favours. London Dreams is packed with unintentionally hilarious gems like that back-story involving Arjun's grandpa who committed suicide out of shame for getting stage-fright at a packed Wembley concert. Or the ridiculous incident at a show where Manu must take over vocal responsibilities after a blast of confetti practically chokes Arjun into silence. The idiocy, however, doesn't end there. In his attempts to shame Manu publicly, Arjun uses his connections to get Manu hooked onto drugs. A buxom groupie urges Manu to down a couple of tequila shots with her but replaces his salt with cocaine. Before you know it, Manu has acquired quite the appetite for the addictive white powder, practically chomping it down like dinner. If that isn't silly enough, there's a crude scene later in which Manu chases after the said girl to find out who she's been taking orders from. The pursuit ends in a dark London alley where the girl gets down on her knees pretending to do the unmentionable so as to mislead Manu's girlfriend who's been secretly following after them. Wait, there's more! Expect to howl hysterically when Arjun snaps off his belt and whips himself mercilessly to banish all thoughts of romance or lust towards the band's lead dancer Priya (played by Asin) because nothing and no one must distract him from his musical goals. Too generously inspired by Milos Forman's Amadeus for it to merit any comparison with last year's Rock On!, Vipul Shah's latest is a clunky melodrama that's as loosely directed as it is scripted. The film goes for broad humor, over-the-top emotions, and basically chooses loudness over subtlety. That works for Manu's character, with Salman Khan playing him all loutish and lovable, but in the case of Arjun, Ajay Devgan comes off too passive with a performance that is mostly internalised. When Arjun does reach boiling point however, it results in an awkward pre-climax scene in which he lectures a packed concert hall and is understandably pelted with plastic bottles as punishment. Of the remaining cast, there's not a kind word I can say for Asin, who practically lit up Ghajini with her ebullient charm, but disappoints here with unnecessary over-acting in a thankless role. Ranvijay Singh and Aditya Roy Kapur, reduced to mere sidekicks in the band, show up at regular intervals, usually to utter some inane dialogue like, ""We'll rock it dude!"" For its dim-witted writing and sloppy direction, London Dreams is ultimately a tiresome watch. If you must, watch it for Salman Khan who's turned buffoonery into a bonafide acting style. It's the only thing that'll make you smile in this sad, sad film.",0
